id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-300551,2017-11-02,000001,Vente,194429,,,LA GARE DE JOUANICOT,B032,40210,40094,Escource,40,,,400940000Q0143,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,70,-1.088524,44.165004
2017-300551,2017-11-02,000001,Vente,194429,,,LA GARE DE JOUANICOT,B032,40210,40094,Escource,40,,,400940000Q0144,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,855,-1.08843,44.164922
2017-300551,2017-11-02,000001,Vente,194429,,,LA GARE DE JOUANICOT,B032,40210,40094,Escource,40,,,400940000Q0174,,,,,,,,,,,,,0,,,,,L,landes,,,2682,-1.088671,44.163912
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0221,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,18800,-1.096109,44.159593
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0225,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,17260,-1.097405,44.157263
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0226,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,4570,-1.097171,44.156924
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0227,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2453,-1.097293,44.155977
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0228,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,6178,-1.097816,44.156439
2017-300551,2017-11-02,000001,Vente,194429,,,BERGIT-OUEST,B008,40210,40094,Escource,40,,,400940000Q0229,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,1670,-1.09813,44.156085
2017-300551,2017-11-02,000001,Vente,194429,,,LA GARE DE JOUANICOT,B032,40210,40094,Escource,40,,,400940000Q0258,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,85183,-1.101116,44.153354
2017-300551,2017-11-02,000001,Vente,194429,,,LAURENCE,B056,40210,40094,Escource,40,,,400940000S0169,,,,,,,,,,,,,0,,,,,B,bois,,,1668,-1.082142,44.170228
2017-300551,2017-11-02,000001,Vente,194429,,,LAURENCE,B056,40210,40094,Escource,40,,,400940000S0169,,,,,,,,,,,,,0,,,,,L,landes,,,3773,-1.082142,44.170228
2017-300551,2017-11-02,000001,Vente,194429,,,LAURENCE,B056,40210,40094,Escource,40,,,400940000S0169,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,31689,-1.082142,44.170228
2017-300552,2017-11-02,000002,Vente,49586,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0102,,,,,,,,,,,,,0,,,,,B,bois,,,12000,-0.999985,44.123998
2017-300552,2017-11-02,000002,Vente,49586,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0102,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,48000,-0.999985,44.123998
2017-300552,2017-11-02,000002,Vente,49586,,,LE HOUDIN,B039,40210,40094,Escource,40,,,400940000M0183,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,3380,-1.008657,44.133699
2017-300552,2017-11-02,000002,Vente,49586,,,LE HOUDIN,B039,40210,40094,Escource,40,,,400940000M0183,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,5070,-1.008657,44.133699
2017-300552,2017-11-02,000002,Vente,49586,,,BEL-AIR,B004,40210,40094,Escource,40,,,400940000O0029,,,,,,,,,,,,,0,,,,,B,bois,,,626,-1.066602,44.15987
2017-300552,2017-11-02,000002,Vente,49586,,,BEL-AIR,B004,40210,40094,Escource,40,,,400940000O0029,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,20254,-1.066602,44.15987
2017-300552,2017-11-02,000002,Vente,49586,,,BEL-AIR,B004,40210,40094,Escource,40,,,400940000O0031,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,6780,-1.066374,44.160915
2017-300553,2017-11-02,000003,Vente,51876,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0097,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,60000,-0.991114,44.122488
2017-300553,2017-11-02,000003,Vente,51876,,,BONNAN,B008,40110,40210,Onesse-Laharie,40,,,402100000A0036,,,,,,,,,,,,,0,,,,,L,landes,,,55700,-1.041124,44.126611
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0099,,,,,,,,,,,,,0,,,,,B,bois,,,16005,-0.993831,44.121908
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0099,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,3001,-0.993831,44.121908
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0099,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,1000,-0.993831,44.121908
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0100,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2354,-0.994146,44.123542
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0100,,,,,,,,,,,,,0,,,,,B,bois,,,40916,-0.994146,44.123542
2017-300554,2017-11-02,000004,Vente,24109,,,LA SEMIS,B081,40210,40094,Escource,40,,,400940000L0100,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,13500,-0.994146,44.123542
2017-300554,2017-11-02,000004,Vente,24109,,,BROQUE,B017,40210,40094,Escource,40,,,400940000P0074,,,,,,,,,,,,,0,,,,,B,bois,,,54040,-1.084666,44.168142
2017-300555,2017-11-15,000001,Vente en l'état futur d'achèvement,168000,300,,RUE DU CAPITAINE NEMO,0279,40600,40046,Biscarrosse,40,,,40046000AN1477,,,18,,66,,67,,,,,,3,2,Appartement,41,2,,,,,,-1.172204,44.382257
2017-300556,2017-11-15,000001,Vente en l'état futur d'achèvement,205500,300,,RUE DU CAPITAINE NEMO,0279,40600,40046,Biscarrosse,40,,,40046000AN1477,,,13,,58,,59,,,,,,3,2,Appartement,57,3,,,,,,-1.172204,44.382257
2017-300557,2017-11-02,000001,Vente,33000,,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0187,,,,,,,,,,,,,0,,,,,L,landes,,,1125,-0.311437,44.110797
2017-300557,2017-11-02,000001,Vente,33000,,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0188,,,,,,,,,,,,,0,,,,,L,landes,,,588,-0.311589,44.110834
2017-300557,2017-11-02,000001,Vente,33000,65,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0193,,,,,,,,,,,,,0,1,Maison,82,3,S,sols,,,2233,-0.313039,44.111121
2017-300557,2017-11-02,000001,Vente,33000,,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0490,,,,,,,,,,,,,0,,,,,L,landes,AIRE,Aire ou airial,6906,-0.312665,44.111042
2017-300557,2017-11-02,000001,Vente,33000,,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0491,,,,,,,,,,,,,0,,,,,L,landes,AIRE,Aire ou airial,514,-0.313158,44.111334
2017-300557,2017-11-02,000001,Vente,33000,,,PERRIN,B058,40120,40164,Retjons,40,,,401640000I0493,,,,,,,,,,,,,0,,,,,T,terres,,,68,-0.313319,44.11131
2017-300558,2017-11-09,000001,Vente,20000,,,PARCELLES DU PUY,B035,40210,40303,Solférino,40,,,403030000L0376,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1143,-0.899425,44.136059
2017-300559,2017-11-23,000001,Vente,475646.8,12,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0089,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,915,-1.284806,44.215805
2017-300559,2017-11-23,000001,Vente,475646.8,10,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0090,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,797,-1.284567,44.215872
2017-300559,2017-11-23,000001,Vente,475646.8,8,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0091,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,690,-1.284306,44.215804
2017-300559,2017-11-23,000001,Vente,475646.8,6,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0092,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,688,-1.28393,44.215812
2017-300559,2017-11-23,000001,Vente,475646.8,4,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0093,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,688,-1.283664,44.215834
2017-300559,2017-11-23,000001,Vente,475646.8,2,,IMP DES CADOUEYRES,0272,40200,40184,Mimizan,40,,,401840000G0094,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,860,-1.283472,44.215724
2017-300559,2017-11-23,000001,Vente,475646.8,10,,RUE DES LAMANCHS,0977,40200,40184,Mimizan,40,,,401840000G0095,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1948,,
2017-300559,2017-11-23,000001,Vente,475646.8,,,LES TROUNQUES NORD,B098,40200,40184,Mimizan,40,,,401840000G0096,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,902,-1.284205,44.21562
2017-300559,2017-11-23,000001,Vente,475646.8,2,,RUE DES LAMANCHS,0977,40200,40184,Mimizan,40,,,401840000G0097,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1753,,
2017-300560,2017-11-23,000001,Vente,79000,,,LES TROUNQUES NORD,B098,40200,40184,Mimizan,40,,,401840000G0192,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,509,-1.284903,44.214158
2017-300561,2017-11-23,000001,Vente,200100,5,,IMP DE CADETTE,0260,40200,40184,Mimizan,40,,,40184000BD0143,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,1250,-1.233487,44.197451
2017-300562,2017-11-20,000001,Vente,267000,,,LES HAUTS D ISPE,B102,40600,40046,Biscarrosse,40,,,40046000CY0669,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1642,-1.208447,44.450409
2017-300563,2017-11-17,000001,Vente,59500,47,,ALL DU TURSAN,0285,40280,40122,Haut-Mauco,40,,,40122000AA0089,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1084,-0.552297,43.823764
2017-300564,2017-11-17,000001,Vente,118380,4,,LOT VENISE,A125,40700,40119,Hagetmau,40,,,40119000BV0025,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,717,-0.59875,43.653419
2017-300565,2017-11-22,000001,Vente,204000,200,,AV MARECHAL FOCH,1060,40160,40217,Parentis-en-Born,40,,,40217000AE1593,,,,,,,,,,,,,0,1,Maison,81,5,S,sols,,,845,-1.073614,44.355105
2017-300566,2017-11-14,000001,Vente,110000,,,CAPCOS EST,B019,40110,40210,Onesse-Laharie,40,,,402100000L0009,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,8720,-1.013393,44.009918
2017-300566,2017-11-14,000001,Vente,110000,,,POUYNEGUE,B072,40110,40210,Onesse-Laharie,40,,,402100000L0022,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,101600,-1.011791,44.00671
2017-300566,2017-11-14,000001,Vente,110000,,,POUYNEGUE,B072,40110,40210,Onesse-Laharie,40,,,402100000L0022,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,109000,-1.011791,44.00671
2017-300567,2017-11-24,000001,Vente,158000,112,,AV DU COURANT,0570,40200,40184,Mimizan,40,,,40184000AI0063,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,810,-1.275474,44.207896
2017-300568,2017-11-24,000001,Vente,88000,,,BEYRIQUES(SUD),B018,40460,40287,Sanguinet,40,,,40287000AD0157,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2192,-1.085171,44.477716
2017-300569,2017-11-24,000001,Vente,165000,5001,F,RUE EMILE COMBES,0020,40430,40307,Sore,40,,,40307000AB1039,,,,,,,,,,,,,0,1,Maison,113,6,S,sols,,,391,-0.582305,44.323713
2017-300569,2017-11-24,000001,Vente,165000,,,LE BOURG,B007,40430,40307,Sore,40,,,40307000AB1042,,,,,,,,,,,,,0,,,,,S,sols,,,41,-0.582199,44.323755
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0377,,,,,,,,,,,,,0,,,,,T,terres,,,8485,-0.610987,43.72615
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0378,,,,,,,,,,,,,0,,,,,T,terres,,,9211,-0.609986,43.725832
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0384,,,,,,,,,,,,,0,,,,,L,landes,,,290,-0.612072,43.725112
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0385,,,,,,,,,,,,,0,,,,,L,landes,,,600,-0.612534,43.725314
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0386,,,,,,,,,,,,,0,,,,,L,landes,,,320,-0.613259,43.725588
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0389,,,,,,,,,,,,,0,,,,,T,terres,,,2890,-0.612342,43.726056
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0402,,,,,,,,,,,,,0,,,,,T,terres,,,9769,-0.615322,43.727
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0403,,,,,,,,,,,,,0,,,,,T,terres,,,12235,-0.614719,43.726298
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0404,,,,,,,,,,,,,0,,,,,T,terres,,,1981,-0.614883,43.725918
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0423,,,,,,,,,,,,,0,,,,,S,sols,,,21,-0.613428,43.726767
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0443,,,,,,,,,,,,,0,,,,,T,terres,,,1400,-0.613883,43.727138
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0489,,,,,,,,,,,,,0,,,,,T,terres,,,477,-0.61165,43.725254
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0491,,,,,,,,,,,,,0,,,,,T,terres,,,2244,-0.610598,43.725253
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0493,,,,,,,,,,,,,0,,,,,T,terres,,,12234,-0.612004,43.724393
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0493,,,,,,,,,,,,,0,,,,,P,prés,PATUR,Pâture plantée,5228,-0.612004,43.724393
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0495,,,,,,,,,,,,,0,,,,,T,terres,,,12042,-0.612829,43.725668
2017-300570,2017-11-10,000001,Vente,45734,,,LAGOUARDERE,B030,40500,40024,Banos,40,,,400240000B0497,,,,,,,,,,,,,0,,,,,S,sols,,,38,-0.612887,43.72611
2017-300570,2017-11-10,000001,Vente,45734,,,BAYLIOT,B004,40500,40024,Banos,40,,,400240000C0121,,,,,,,,,,,,,0,,,,,T,terres,,,1836,-0.617345,43.725449
2017-300570,2017-11-10,000001,Vente,45734,,,BAYLIOT,B004,40500,40024,Banos,40,,,400240000C0122,,,,,,,,,,,,,0,,,,,T,terres,,,1849,-0.617365,43.725655
2017-300570,2017-11-10,000001,Vente,45734,,,BAYLIOT,B004,40500,40024,Banos,40,,,400240000C0356,,,,,,,,,,,,,0,,,,,T,terres,,,6470,-0.615928,43.725396
2017-300570,2017-11-10,000001,Vente,45734,,,BAYLIOT,B004,40500,40024,Banos,40,,,400240000C0384,,,,,,,,,,,,,0,,,,,T,terres,,,4702,-0.617405,43.726181
2017-300571,2017-11-13,000001,Vente,300000,1267,,RTE DE BORDEAUX,0160,40600,40046,Biscarrosse,40,,,40046000BR1050,,,,,,,,,,,,,0,1,Maison,171,5,S,sols,,,2550,-1.150723,44.416694
2017-300571,2017-11-13,000001,Vente,300000,1267,,RTE DE BORDEAUX,0160,40600,40046,Biscarrosse,40,,,40046000BR1050,,,,,,,,,,,,,0,1,Maison,171,5,BR,futaies résineuses,PIN,Pins,531,-1.150723,44.416694
2017-300572,2017-11-21,000001,Vente en l'état futur d'achèvement,119000,,,,,,40046,Biscarrosse,40,,,40046000AK1489,,,15,,,,,,,,,,1,,,,,,,,,,-1.154957,44.398164
2017-300572,2017-11-21,000001,Vente en l'état futur d'achèvement,119000,,,,,,40046,Biscarrosse,40,,,40046000AK1489,,,68,,,,,,,,,,1,,,,,,,,,,-1.154957,44.398164
2017-300573,2017-11-20,000001,Vente,60000,,,BIDALON,B014,40700,40119,Hagetmau,40,,,40119000AZ0184,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,876,-0.598783,43.658663
2017-300573,2017-11-20,000001,Vente,60000,,,BIDALON,B014,40700,40119,Hagetmau,40,,,40119000AZ0185,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,994,,
2017-300574,2017-11-02,000001,Vente,,5001,,LA CITE,B036,40160,40217,Parentis-en-Born,40,,,40217000AE2163,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,AB,terrains a bâtir,,,31033,-1.058036,44.349492
2017-300574,2017-11-02,000001,Vente,,333,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2165,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056519,44.35003
2017-300574,2017-11-02,000001,Vente,,339,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2167,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056447,44.350015
2017-300574,2017-11-02,000001,Vente,,369,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2169,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056088,44.349903
2017-300574,2017-11-02,000001,Vente,,370,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2171,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056105,44.34986
2017-300574,2017-11-02,000001,Vente,,340,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2173,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056463,44.349906
2017-300574,2017-11-02,000001,Vente,,336,,RUE ROLAND GARROS,1356,40160,40217,Parentis-en-Born,40,,,40217000AE2175,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056524,44.349918
2017-300574,2017-11-02,000001,Vente,,25,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2177,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056731,44.349573
2017-300574,2017-11-02,000001,Vente,,45,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2179,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056499,44.349507
2017-300574,2017-11-02,000001,Vente,,49,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2181,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056432,44.349493
2017-300574,2017-11-02,000001,Vente,,46,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2183,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056548,44.349348
2017-300574,2017-11-02,000001,Vente,,42,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2185,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056606,44.349364
2017-300574,2017-11-02,000001,Vente,,22,,RUE DIDIER DAURAT,0564,40160,40217,Parentis-en-Born,40,,,40217000AE2187,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056839,44.34943
2017-300574,2017-11-02,000001,Vente,,7,,IMP CHARLES LINDBERGH,0408,40160,40217,Parentis-en-Born,40,,,40217000AE2189,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057072,44.349123
2017-300574,2017-11-02,000001,Vente,,35,,IMP CHARLES LINDBERGH,0408,40160,40217,Parentis-en-Born,40,,,40217000AE2191,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056717,44.349139
2017-300574,2017-11-02,000001,Vente,,36,,IMP CHARLES LINDBERGH,0408,40160,40217,Parentis-en-Born,40,,,40217000AE2193,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056771,44.3489
2017-300574,2017-11-02,000001,Vente,,22,,IMP CHARLES LINDBERGH,0408,40160,40217,Parentis-en-Born,40,,,40217000AE2195,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056905,44.348982
2017-300574,2017-11-02,000001,Vente,,79,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2197,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05703,44.348745
2017-300574,2017-11-02,000001,Vente,,97,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2199,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056976,44.348587
2017-300574,2017-11-02,000001,Vente,,129,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2201,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056916,44.348312
2017-300574,2017-11-02,000001,Vente,,133,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2203,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.056904,44.348259
2017-300574,2017-11-02,000001,Vente,,36,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2205,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05726,44.349098
2017-300574,2017-11-02,000001,Vente,,42,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2207,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05725,44.349053
2017-300574,2017-11-02,000001,Vente,,74,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2209,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057185,44.34876
2017-300574,2017-11-02,000001,Vente,,80,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2211,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057176,44.348716
2017-300574,2017-11-02,000001,Vente,,110,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2213,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057115,44.348441
2017-300574,2017-11-02,000001,Vente,,116,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2215,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057105,44.348397
2017-300574,2017-11-02,000001,Vente,,134,,IMP JOSEPH MONTGOLFIER,0926,40160,40217,Parentis-en-Born,40,,,40217000AE2217,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05707,44.348237
2017-300574,2017-11-02,000001,Vente,,316,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2219,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057968,44.349168
2017-300574,2017-11-02,000001,Vente,,312,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2221,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05797,44.349123
2017-300574,2017-11-02,000001,Vente,,284,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2223,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05798,44.348881
2017-300574,2017-11-02,000001,Vente,,280,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2225,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057982,44.348836
2017-300574,2017-11-02,000001,Vente,,266,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2227,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.057989,44.348692
2017-300574,2017-11-02,000001,Vente,,211,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2229,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.058698,44.348795
2017-300574,2017-11-02,000001,Vente,,215,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2231,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.058638,44.348782
2017-300574,2017-11-02,000001,Vente,,289,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2233,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.058129,44.348923
2017-300574,2017-11-02,000001,Vente,,311,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2235,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.05812,44.34912
2017-300574,2017-11-02,000001,Vente,,317,,RUE GEORGES GUYNEMER,0745,40160,40217,Parentis-en-Born,40,,,40217000AE2237,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,25,-1.058118,44.349165
2017-300574,2017-11-02,000001,Vente,,544,,RUE ANTOINE DE SAINT EXUPERY,0285,40160,40217,Parentis-en-Born,40,,,40217000AE2239,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,32,-1.058325,44.349511
